"region","kjønn","alder","yrke","Lønnstakere 2018"
"5045 Grong","Begge kjønn","15-74 år","4 Kontoryrker",59
"5045 Grong","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",281
"5045 Grong","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",26
"5045 Grong","Begge kjønn","15-74 år","7 Håndverkere",109
"5045 Grong","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",89
"5045 Grong","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",71
"5046 Høylandet","Begge kjønn","15-74 år","1 Ledere",34
"5046 Høylandet","Begge kjønn","15-74 år","2 Akademiske yrker",122
"5046 Høylandet","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",46
"5046 Høylandet","Begge kjønn","15-74 år","4 Kontoryrker",29
"5046 Høylandet","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",128
"5046 Høylandet","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",34
"5046 Høylandet","Begge kjønn","15-74 år","7 Håndverkere",55
"5046 Høylandet","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",54
"5046 Høylandet","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",52
"5047 Overhalla","Begge kjønn","15-74 år","1 Ledere",147
"5047 Overhalla","Begge kjønn","15-74 år","2 Akademiske yrker",373
"5047 Overhalla","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",211
"5047 Overhalla","Begge kjønn","15-74 år","4 Kontoryrker",79
"5047 Overhalla","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",413
"5047 Overhalla","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",51
"5047 Overhalla","Begge kjønn","15-74 år","7 Håndverkere",247
"5047 Overhalla","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",205
"5047 Overhalla","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",93
"5048 Fosnes (2018-2019)","Begge kjønn","15-74 år","1 Ledere",23
"5048 Fosnes (2018-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",48
"5048 Fosnes (2018-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",28
"5048 Fosnes (2018-2019)","Begge kjønn","15-74 år","4 Kontoryrker",14
"5048 Fosnes (2018-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",67
"5048 Fosnes (2018-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",24
"5048 Fosnes (2018-2019)","Begge kjønn","15-74 år","7 Håndverkere",26
"5048 Fosnes (2018-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",12
"5048 Fosnes (2018-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",16
"5049 Flatanger","Begge kjønn","15-74 år","1 Ledere",40
"5049 Flatanger","Begge kjønn","15-74 år","2 Akademiske yrker",95
"5049 Flatanger","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",43
"5049 Flatanger","Begge kjønn","15-74 år","4 Kontoryrker",24
"5049 Flatanger","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",105
"5049 Flatanger","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",93
"5049 Flatanger","Begge kjønn","15-74 år","7 Håndverkere",71
"5049 Flatanger","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",29
"5049 Flatanger","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",20
"5050 Vikna (2018-2019)","Begge kjønn","15-74 år","1 Ledere",173
"5050 Vikna (2018-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",302
"5050 Vikna (2018-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",284
"5050 Vikna (2018-2019)","Begge kjønn","15-74 år","4 Kontoryrker",151
"5050 Vikna (2018-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",553
"5050 Vikna (2018-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",110
"5050 Vikna (2018-2019)","Begge kjønn","15-74 år","7 Håndverkere",201
"5050 Vikna (2018-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",238
"5050 Vikna (2018-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",126
"5051 Nærøy (2018-2019)","Begge kjønn","15-74 år","1 Ledere",178
"5051 Nærøy (2018-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",335
"5051 Nærøy (2018-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",236
"5051 Nærøy (2018-2019)","Begge kjønn","15-74 år","4 Kontoryrker",121
"5051 Nærøy (2018-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",622
"5051 Nærøy (2018-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",136
"5051 Nærøy (2018-2019)","Begge kjønn","15-74 år","7 Håndverkere",261
"5051 Nærøy (2018-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",247
"5051 Nærøy (2018-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",140
"5052 Leka","Begge kjønn","15-74 år","1 Ledere",17
"5052 Leka","Begge kjønn","15-74 år","2 Akademiske yrker",30
"5052 Leka","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",27
"5052 Leka","Begge kjønn","15-74 år","4 Kontoryrker",9
"5052 Leka","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",61
"5052 Leka","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",49
"5052 Leka","Begge kjønn","15-74 år","7 Håndverkere",7
"5052 Leka","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",21
"5052 Leka","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",10
"5053 Inderøy","Begge kjønn","15-74 år","1 Ledere",216
"5053 Inderøy","Begge kjønn","15-74 år","2 Akademiske yrker",702
"5053 Inderøy","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",394
"5053 Inderøy","Begge kjønn","15-74 år","4 Kontoryrker",145
"5053 Inderøy","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",675
"5053 Inderøy","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",89
"5053 Inderøy","Begge kjønn","15-74 år","7 Håndverkere",326
"5053 Inderøy","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",276
"5053 Inderøy","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",144
"5054 Indre Fosen","Begge kjønn","15-74 år","1 Ledere",296
"5054 Indre Fosen","Begge kjønn","15-74 år","2 Akademiske yrker",780
"5054 Indre Fosen","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",513
"5054 Indre Fosen","Begge kjønn","15-74 år","4 Kontoryrker",223
"5054 Indre Fosen","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",1046
"5054 Indre Fosen","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",103
"5054 Indre Fosen","Begge kjønn","15-74 år","7 Håndverkere",630
"5054 Indre Fosen","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",465
"5054 Indre Fosen","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",367
"5061 Rindal","Begge kjønn","15-74 år","1 Ledere",0
"5061 Rindal","Begge kjønn","15-74 år","2 Akademiske yrker",0
"5061 Rindal","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",0
"5061 Rindal","Begge kjønn","15-74 år","4 Kontoryrker",0
"5061 Rindal","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",0
"5061 Rindal","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",0
"5061 Rindal","Begge kjønn","15-74 år","7 Håndverkere",0
"5061 Rindal","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",0
"5061 Rindal","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",0
"1804 Bodø","Begge kjønn","15-74 år","1 Ledere",2446
"1804 Bodø","Begge kjønn","15-74 år","2 Akademiske yrker",7408
"1804 Bodø","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",4244
"1804 Bodø","Begge kjønn","15-74 år","4 Kontoryrker",1950
"1804 Bodø","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",6120
"1804 Bodø","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",126
"1804 Bodø","Begge kjønn","15-74 år","7 Håndverkere",2114
"1804 Bodø","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",1044
"1804 Bodø","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",1359
"1805 Narvik (-2019)","Begge kjønn","15-74 år","1 Ledere",725
"1805 Narvik (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",2037
"1805 Narvik (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",1115
"1805 Narvik (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",605
"1805 Narvik (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",2293
"1805 Narvik (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",24
"1805 Narvik (-2019)","Begge kjønn","15-74 år","7 Håndverkere",741
"1805 Narvik (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",526
"1805 Narvik (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",640
"1811 Bindal","Begge kjønn","15-74 år","1 Ledere",38
"1811 Bindal","Begge kjønn","15-74 år","2 Akademiske yrker",119
"1811 Bindal","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",55
"1811 Bindal","Begge kjønn","15-74 år","4 Kontoryrker",30
"1811 Bindal","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",154
"1811 Bindal","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",35
"1811 Bindal","Begge kjønn","15-74 år","7 Håndverkere",36
"1811 Bindal","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",57
"1811 Bindal","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",31
"1812 Sømna","Begge kjønn","15-74 år","1 Ledere",59
"1812 Sømna","Begge kjønn","15-74 år","2 Akademiske yrker",169
"1812 Sømna","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",77
"1812 Sømna","Begge kjønn","15-74 år","4 Kontoryrker",36
"1812 Sømna","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",232
"1812 Sømna","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",50
"1812 Sømna","Begge kjønn","15-74 år","7 Håndverkere",81
"1812 Sømna","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",96
"1812 Sømna","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",42
"1813 Brønnøy","Begge kjønn","15-74 år","1 Ledere",281
"1813 Brønnøy","Begge kjønn","15-74 år","2 Akademiske yrker",952
"1813 Brønnøy","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",379
"1813 Brønnøy","Begge kjønn","15-74 år","4 Kontoryrker",152
"1813 Brønnøy","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",883
"1813 Brønnøy","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",66
"1813 Brønnøy","Begge kjønn","15-74 år","7 Håndverkere",338
"1813 Brønnøy","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",303
"1813 Brønnøy","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",172
"1815 Vega","Begge kjønn","15-74 år","1 Ledere",33
"1815 Vega","Begge kjønn","15-74 år","2 Akademiske yrker",83
"1815 Vega","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",39
"1815 Vega","Begge kjønn","15-74 år","4 Kontoryrker",25
"1815 Vega","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",120
"1815 Vega","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",32
"1815 Vega","Begge kjønn","15-74 år","7 Håndverkere",33
"1815 Vega","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",51
"1815 Vega","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",25
"1816 Vevelstad","Begge kjønn","15-74 år","1 Ledere",13
"1816 Vevelstad","Begge kjønn","15-74 år","2 Akademiske yrker",35
"1816 Vevelstad","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",19
"1816 Vevelstad","Begge kjønn","15-74 år","4 Kontoryrker",10
"1816 Vevelstad","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",54
"1816 Vevelstad","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",21
"1816 Vevelstad","Begge kjønn","15-74 år","7 Håndverkere",8
"1816 Vevelstad","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",19
"1816 Vevelstad","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",12
"1818 Herøy (Nordland)","Begge kjønn","15-74 år","1 Ledere",53
"1818 Herøy (Nordland)","Begge kjønn","15-74 år","2 Akademiske yrker",95
"1818 Herøy (Nordland)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",92
"1818 Herøy (Nordland)","Begge kjønn","15-74 år","4 Kontoryrker",39
"1818 Herøy (Nordland)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",169
"1818 Herøy (Nordland)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",35
"1818 Herøy (Nordland)","Begge kjønn","15-74 år","7 Håndverkere",68
"1818 Herøy (Nordland)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",139
"1818 Herøy (Nordland)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",40
"1820 Alstahaug","Begge kjønn","15-74 år","1 Ledere",283
"1820 Alstahaug","Begge kjønn","15-74 år","2 Akademiske yrker",779
"1820 Alstahaug","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",470
"1820 Alstahaug","Begge kjønn","15-74 år","4 Kontoryrker",238
"1820 Alstahaug","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",875
"1820 Alstahaug","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",56
"1820 Alstahaug","Begge kjønn","15-74 år","7 Håndverkere",304
"1820 Alstahaug","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",204
"1820 Alstahaug","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",204
"1822 Leirfjord","Begge kjønn","15-74 år","1 Ledere",61
"1822 Leirfjord","Begge kjønn","15-74 år","2 Akademiske yrker",193
"1822 Leirfjord","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",123
"1822 Leirfjord","Begge kjønn","15-74 år","4 Kontoryrker",43
"1822 Leirfjord","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",245
"1822 Leirfjord","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",39
"1822 Leirfjord","Begge kjønn","15-74 år","7 Håndverkere",91
"1822 Leirfjord","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",107
"1822 Leirfjord","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",74
"1824 Vefsn","Begge kjønn","15-74 år","1 Ledere",488
"1824 Vefsn","Begge kjønn","15-74 år","2 Akademiske yrker",1340
"1824 Vefsn","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",764
"1824 Vefsn","Begge kjønn","15-74 år","4 Kontoryrker",421
"1824 Vefsn","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",1582
"1824 Vefsn","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",39
"1824 Vefsn","Begge kjønn","15-74 år","7 Håndverkere",622
"1824 Vefsn","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",738
"1824 Vefsn","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",433
"1825 Grane","Begge kjønn","15-74 år","1 Ledere",43
"1825 Grane","Begge kjønn","15-74 år","2 Akademiske yrker",111
"1825 Grane","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",50
"1825 Grane","Begge kjønn","15-74 år","4 Kontoryrker",28
"1825 Grane","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",168
"1825 Grane","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",21
"1825 Grane","Begge kjønn","15-74 år","7 Håndverkere",48
"1825 Grane","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",152
"1825 Grane","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",38
"1826 Hattfjelldal","Begge kjønn","15-74 år","1 Ledere",34
"1826 Hattfjelldal","Begge kjønn","15-74 år","2 Akademiske yrker",87
"1826 Hattfjelldal","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",51
"1826 Hattfjelldal","Begge kjønn","15-74 år","4 Kontoryrker",35
"1826 Hattfjelldal","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",152
"1826 Hattfjelldal","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",20
"1826 Hattfjelldal","Begge kjønn","15-74 år","7 Håndverkere",59
"1826 Hattfjelldal","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",109
"1826 Hattfjelldal","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",27
"1827 Dønna","Begge kjønn","15-74 år","1 Ledere",39
"1827 Dønna","Begge kjønn","15-74 år","2 Akademiske yrker",107
"1827 Dønna","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",83
"1827 Dønna","Begge kjønn","15-74 år","4 Kontoryrker",16
"1827 Dønna","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",141
"1827 Dønna","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",31
"1827 Dønna","Begge kjønn","15-74 år","7 Håndverkere",44
"1827 Dønna","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",56
"1827 Dønna","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",29
"1828 Nesna","Begge kjønn","15-74 år","1 Ledere",41
"1828 Nesna","Begge kjønn","15-74 år","2 Akademiske yrker",203
"1828 Nesna","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",77
"1828 Nesna","Begge kjønn","15-74 år","4 Kontoryrker",37
"1828 Nesna","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",237
"1828 Nesna","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",52
"1828 Nesna","Begge kjønn","15-74 år","7 Håndverkere",48
"1828 Nesna","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",39
"1828 Nesna","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",62
"1832 Hemnes","Begge kjønn","15-74 år","1 Ledere",116
"1832 Hemnes","Begge kjønn","15-74 år","2 Akademiske yrker",297
"1832 Hemnes","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",250
"1832 Hemnes","Begge kjønn","15-74 år","4 Kontoryrker",83
"1832 Hemnes","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",511
"1832 Hemnes","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",37
"1832 Hemnes","Begge kjønn","15-74 år","7 Håndverkere",233
"1832 Hemnes","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",257
"1832 Hemnes","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",119
"1833 Rana","Begge kjønn","15-74 år","1 Ledere",947
"1833 Rana","Begge kjønn","15-74 år","2 Akademiske yrker",2639
"1833 Rana","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",1942
"1833 Rana","Begge kjønn","15-74 år","4 Kontoryrker",767
"1833 Rana","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",2847
"1833 Rana","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",76
"1833 Rana","Begge kjønn","15-74 år","7 Håndverkere",1271
"1833 Rana","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",1306
"1833 Rana","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",847
"1834 Lurøy","Begge kjønn","15-74 år","1 Ledere",79
"1834 Lurøy","Begge kjønn","15-74 år","2 Akademiske yrker",121
"1834 Lurøy","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",76
"1834 Lurøy","Begge kjønn","15-74 år","4 Kontoryrker",50
"1834 Lurøy","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",196
"1834 Lurøy","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",43
"1834 Lurøy","Begge kjønn","15-74 år","7 Håndverkere",71
"1834 Lurøy","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",146
"1834 Lurøy","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",38
"1835 Træna","Begge kjønn","15-74 år","1 Ledere",18
"1835 Træna","Begge kjønn","15-74 år","2 Akademiske yrker",20
"1835 Træna","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",21
"1835 Træna","Begge kjønn","15-74 år","4 Kontoryrker",14
"1835 Træna","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",46
"1835 Træna","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",5
"1835 Træna","Begge kjønn","15-74 år","7 Håndverkere",11
"1835 Træna","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",55
"1835 Træna","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",8
"1836 Rødøy","Begge kjønn","15-74 år","1 Ledere",31
"1836 Rødøy","Begge kjønn","15-74 år","2 Akademiske yrker",70
"1836 Rødøy","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",66
"1836 Rødøy","Begge kjønn","15-74 år","4 Kontoryrker",32
"1836 Rødøy","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",140
"1836 Rødøy","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",62
"1836 Rødøy","Begge kjønn","15-74 år","7 Håndverkere",48
"1836 Rødøy","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",38
"1836 Rødøy","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",32
"1837 Meløy","Begge kjønn","15-74 år","1 Ledere",191
"1837 Meløy","Begge kjønn","15-74 år","2 Akademiske yrker",444
"1837 Meløy","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",270
"1837 Meløy","Begge kjønn","15-74 år","4 Kontoryrker",125
"1837 Meløy","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",758
"1837 Meløy","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",89
"1837 Meløy","Begge kjønn","15-74 år","7 Håndverkere",244
"1837 Meløy","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",382
"1837 Meløy","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",209
"1838 Gildeskål","Begge kjønn","15-74 år","1 Ledere",73
"1838 Gildeskål","Begge kjønn","15-74 år","2 Akademiske yrker",148
"1838 Gildeskål","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",81
"1838 Gildeskål","Begge kjønn","15-74 år","4 Kontoryrker",30
"1838 Gildeskål","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",225
"1838 Gildeskål","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",64
"1838 Gildeskål","Begge kjønn","15-74 år","7 Håndverkere",67
"1838 Gildeskål","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",90
"1838 Gildeskål","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",69
"1839 Beiarn","Begge kjønn","15-74 år","1 Ledere",27
"1839 Beiarn","Begge kjønn","15-74 år","2 Akademiske yrker",62
"1839 Beiarn","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",38
"1839 Beiarn","Begge kjønn","15-74 år","4 Kontoryrker",20
"1839 Beiarn","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",130
"1839 Beiarn","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",7
"1839 Beiarn","Begge kjønn","15-74 år","7 Håndverkere",47
"1839 Beiarn","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",49
"1839 Beiarn","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",35
"1840 Saltdal","Begge kjønn","15-74 år","1 Ledere",171
"1840 Saltdal","Begge kjønn","15-74 år","2 Akademiske yrker",386
"1840 Saltdal","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",217
"1840 Saltdal","Begge kjønn","15-74 år","4 Kontoryrker",117
"1840 Saltdal","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",632
"1840 Saltdal","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",21
"1840 Saltdal","Begge kjønn","15-74 år","7 Håndverkere",215
"1840 Saltdal","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",248
"1840 Saltdal","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",154
"1841 Fauske - Fuossko","Begge kjønn","15-74 år","1 Ledere",374
"1841 Fauske - Fuossko","Begge kjønn","15-74 år","2 Akademiske yrker",886
"1841 Fauske - Fuossko","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",629
"1841 Fauske - Fuossko","Begge kjønn","15-74 år","4 Kontoryrker",301
"1841 Fauske - Fuossko","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",1143
"1841 Fauske - Fuossko","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",69
"1841 Fauske - Fuossko","Begge kjønn","15-74 år","7 Håndverkere",516
"1841 Fauske - Fuossko","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",343
"1841 Fauske - Fuossko","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",325
"1845 Sørfold","Begge kjønn","15-74 år","1 Ledere",52
"1845 Sørfold","Begge kjønn","15-74 år","2 Akademiske yrker",117
"1845 Sørfold","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",67
"1845 Sørfold","Begge kjønn","15-74 år","4 Kontoryrker",34
"1845 Sørfold","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",206
"1845 Sørfold","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",45
"1845 Sørfold","Begge kjønn","15-74 år","7 Håndverkere",103
"1845 Sørfold","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",83
"1845 Sørfold","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",135
"1848 Steigen","Begge kjønn","15-74 år","1 Ledere",86
"1848 Steigen","Begge kjønn","15-74 år","2 Akademiske yrker",190
"1848 Steigen","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",134
"1848 Steigen","Begge kjønn","15-74 år","4 Kontoryrker",58
"1848 Steigen","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",236
